name,case,nodes,seed,official_graph,epoch,graph_distance,pairs,latent_mean,latent_sd,normalized_mean,normalized_within_bucket_sd
local1000,random256_seed0,256,0,False,0,12,5,44.696944480767534,0.6519589728053792,0.9968799634475252,0.014540699471284127
local1000,random256_seed0,256,0,False,20,1,369,3.7888490561840866,0.2967235691575218,1.0,0.07831496181491192
local1000,random256_seed0,256,0,False,20,2,767,5.587348762876628,0.5634072429404422,1.4746823322921943,0.14870142214318613
local1000,random256_seed0,256,0,False,20,3,1592,6.611511353609175,0.7952881963966315,1.7449920161949954,0.20990231719539668
local1000,random256_seed0,256,0,False,20,4,3057,7.238656496912648,0.9361482619261927,1.9105159349375114,0.24707985143885042
local1000,random256_seed0,256,0,False,20,5,5250,7.687454592515659,1.011698251744505,2.028968290507204,0.2670199410803211
local1000,random256_seed0,256,0,False,20,6,7311,8.110851369577373,1.0559048057086706,2.1407164152762954,0.2786874826763666
local1000,random256_seed0,256,0,False,20,7,7292,8.626056657685352,1.0867074148190523,2.2766957801092835,0.2868172890248423
local1000,random256_seed0,256,0,False,20,8,4654,9.288846859956381,1.1344170530535411,2.451627584581472,0.29940940803697824
local1000,random256_seed0,256,0,False,20,9,1837,10.182035554455897,1.2394522996763038,2.6873690145657756,0.32713161207974056
local1000,random256_seed0,256,0,False,20,10,435,11.40435466581088,1.2444799022206772,3.0099786232436236,0.32845855925283196
local1000,random256_seed0,256,0,False,20,11,71,12.724923476876638,0.9684869243644089,3.3585195103265626,0.25561507201868156
local1000,random256_seed0,256,0,False,20,12,5,14.194931332773303,0.5019489946922812,3.7465022021937266,0.13248059958287586
local1000,random256_seed1,256,1,False,0,1,398,44.67904397109903,1.0010131768793884,1.0,0.022404534383656492
local1000,random256_seed1,256,1,False,0,2,919,44.77575858734161,1.0428590823784782,1.002164652768872,0.023341123481806357
local1000,random256_seed1,256,1,False,0,3,2095,44.75306423497884,0.9806426403841622,1.0016567110058956,0.02194860393652331
local1000,random256_seed1,256,1,False,0,4,4282,44.72813947745448,0.9979825305242424,1.0010988486321957,0.022336702888490514
local1000,random256_seed1,256,1,False,0,5,7253,44.72530644027628,1.0129046663053207,1.001035439997489,0.02267068800667547
local1000,random256_seed1,256,1,False,0,6,8748,44.70639466623686,1.0095082642138111,1.0006121593639186,0.022594670218700718
local1000,random256_seed1,256,1,False,0,7,6158,44.65804407374502,1.016418272035062,0.9995299832877447,0.02274932902979168
local1000,random256_seed1,256,1,False,0,8,2276,44.6178524246207,1.004760792165824,0.9986304195202138,0.022488412975348374
local1000,random256_seed1,256,1,False,0,9,466,44.717135659183356,1.0934451054943921,1.0008525627385618,0.024473332647889583
local1000,random256_seed1,256,1,False,0,10,45,44.94812227971388,0.9399318913878623,1.0060224723874778,0.021037421749576027
local1000,random256_seed1,256,1,False,20,1,398,3.542190181576489,0.2873922670222603,1.0,0.0811340589551161
local1000,random256_seed1,256,1,False,20,2,919,5.090769295113222,0.5215438601895998,1.4371812449797716,0.1472376787960835
local1000,random256_seed1,256,1,False,20,3,2095,5.917519065683378,0.6989875240541878,1.6705819739610153,0.19733201443833714
local1000,random256_seed1,256,1,False,20,4,4282,6.396094275576719,0.8112268978085991,1.8056891210539323,0.22901844797264784
local1000,random256_seed1,256,1,False,20,5,7253,6.760720117650524,0.8775945315851917,1.9086270841170911,0.24775477503994692
local1000,random256_seed1,256,1,False,20,6,8748,7.159375902280164,0.9364391097227712,2.02117208147582,0.26436725915885156
local1000,random256_seed1,256,1,False,20,7,6158,7.713240652010413,1.0312799919821334,2.177534309740973,0.29114190348840935
local1000,random256_seed1,256,1,False,20,8,2276,8.584902210768336,1.1625841835211232,2.4236141400368103,0.32821054882030726
local1000,random256_seed1,256,1,False,20,9,466,9.759681519010911,1.1242560592584698,2.7552675092863765,0.31739008964168824
